year,Round,Pick,player,position,nationality,picked by,team,strengths,weaknesses,college,listed height,listed weight,date of birth,place of birth,awards,ls_season,ls_team,ls_conf,ls_class,ls_pos,ls_g,ls_gs,ls_mp,ls_fg,ls_fga,ls_fg%,ls_3p,ls_3pa,ls_3p%,ls_2p,ls_2pa,ls_2p%,ls_efg%,ls_ft,ls_fta,ls_ft%,ls_orb,ls_drb,ls_trb,ls_ast,ls_stl,ls_blk,ls_tov,ls_pf,ls_pts,avg_g,avg_gs,avg_mp,avg_fg,avg_fga,avg_fg%,avg_3p,avg_3pa,avg_3p%,avg_2p,avg_2pa,avg_2p%,avg_efg%,avg_ft,avg_fta,avg_ft%,avg_orb,avg_drb,avg_trb,avg_ast,avg_stl,avg_blk,avg_tov,avg_pf,avg_pts,post draft awards,analysis,nba_per,nba_ts_pct,nba_ws_per_48,nba_bpm,nba_vorp,nba_composite_score
2015,1,22,Bobby Portis,PF,United States,Chicago Bulls,Arkansas,Great size and versatile defender • Effective mid-range and expanding range • Strong finisher and active rebounder,Lacks post moves and footwork • Not a great post defender • Ceiling limited by athleticism,Arkansas (2013–2015),6 ft 10 in,250 lb,1995-02-10,"Little Rock, Arkansas , U.S.","Consensus second-team All-American ( 2015 ), SEC Player of the Year (2015), First-team All- SEC (2015), Second-team All-SEC (2014), SEC All-Freshman team (2014), McDonald's All-American ( 2013 ), First-team Parade All-American (2013), Arkansas Mr. Basketball (2013)",2014-15,Arkansas,SEC,SO,F,36.0,36.0,29.9,6.9,12.9,0.536,0.4,0.8,0.467,6.6,12.1,0.541,0.552,3.2,4.3,0.737,3.7,5.2,8.9,1.2,1.1,1.4,1.6,2.2,17.5,35.0,35.0,28.45,5.8,11.1,0.522,0.35,0.9,0.37,5.55,10.2,0.539,0.538,2.9,3.9,0.737,3.1,4.7,7.85,1.35,1.05,1.5,1.4,1.95,14.9,"NBA champion ( 2021 ), NBA Cup champion ( 2024 )","Portis is one of the safest picks in the draft. He does just about everything well—shooting, posting up, rebounding and shot-blocking. He plays with one of the best motors in the draft. He won't be a star, but he'll be super productive. Love this pick for the Bulls.",16.13,0.52,0.09,-1.33,0.3,13.47
2015,1,23,Rondae Hollis‑Jefferson,SF,United States,Brooklyn Nets,Arizona,NBA-ready body with strong athleticism • Elite defender across multiple positions • Effective in transition and as a playmaker,Inconsistent and limited offensive game • Poor outside and free-throw shooting • Needs to improve ball handling and control,Arizona (2013–2015),6 ft 6 in,217 lb,1995-01-03,"Chester, Pennsylvania , U.S.","First-team All-Pac-12 ( 2015 ), Pac-12 All-Defensive Team (2015), Pac-12 All-Freshman Team (2014), McDonald's All-American ( 2013 )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3× PBA champion ( 2023 Governors', 2024 Governors', 2024–25 Commissioner's ), 3× PBA Best Import of the Conference ( 2023 Governors', 2024 Governors', 2024–25 Commissioner's )","Hollis-Jefferson is my sleeper. An elite wing defender who can guard up to four positions, has a terrific motor and playmaking ability. He can't shoot—that's an issue—but he does everything else at a high level. He’s got a little Andre Iguodala in him. Great fit for the Blazers.",,,,,,
2015,1,24,Tyus Jones,PG,United States,Minnesota Timberwolves,Duke,Excellent court sense and leadership • Adaptable and plays under control • Thrives in pick-and-roll situations,Lacks quickness and athleticism • Struggles with perimeter defense • Needs to improve shooting efficiency,Duke (2014–2015),6 ft 1 in,196 lb,1996-05-10,"Burnsville, Minnesota , U.S.","NCAA champion ( 2015 ), NCAA Final Four Most Outstanding Player ( 2015 ), AP honorable mention All-American ( 2015 ), Third-team All-ACC (2015), McDonald's All-American ( 2014 ), Minnesota Mr. Basketball (2014)",2014-15,Duke,ACC,FR,G,39.0,39.0,33.9,3.5,8.3,0.417,1.2,3.2,0.379,2.3,5.1,0.44,0.489,3.7,4.2,0.889,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.2,11.8,39.0,39.0,33.9,3.5,8.3,0.417,1.2,3.2,0.379,2.3,5.1,0.44,0.489,3.7,4.2,0.889,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.2,11.8,,"The Cavs flipped this pick to Minnesota for Nos. 31 and 36. Jones is the best pure point guard in the draft, a winner who sees the floor as well as anyone in the class. He lacks size and athleticism, but backing up Ricky Rubio? That's perfect.",13.03,0.52,0.08,-0.47,0.47,13.41
2015,1,25,Jarell Martin,PF,United States,Memphis Grizzlies,LSU,Ideal height and strong frame for NBA • Improved statistically each college season • Effective rebounder and good ball handler,"Inconsistent shooter, struggles from distance • Prone to foul trouble, limits minutes • Defensive intensity and focus lacking",LSU (2013–2015),6 ft 10 in,239 lb,1994-05-24,"Baton Rouge, Louisiana , U.S.","First-team All- SEC (2015), SEC All-Freshman team (2014), McDonald's All-American (2013), First-team Parade All-American (2013), Louisiana Mr. Basketball (2013)",2014-15,Louisiana State,SEC,SO,F,33.0,32.0,35.1,6.1,12.0,0.509,0.4,1.6,0.269,5.7,10.5,0.545,0.526,4.2,6.2,0.69,3.0,6.3,9.2,1.8,1.2,0.7,2.8,2.8,16.9,32.5,28.5,30.65,4.95,10.0,0.49,0.6,2.05,0.301,4.3,8.0,0.54,0.524,3.05,4.5,0.69,2.4,4.55,6.9,1.35,1.0,0.7,2.2,2.6,13.6,"Israeli League champion ( 2023 ), Israeli League Cup winner ( 2022 ), NBL champion ( 2022 )","Martin was a top-10 high-school prospect who might still turn into a stud. Great athlete with an NBA body, he rebounds and runs the floor, but he's a tweener. He needs to develop a go-to offensive game—if his jumper comes along, the Grizzlies will be pleased.",11.07,0.51,0.06,-4.5,-0.5,10.8
2015,1,26,Nikola Milutinov,C,Serbia,San Antonio Spurs,Partizan Belgrade,Elite rebounder and rim protector • Strong post presence • Soft hands finishing,Lacks offensive polish • Limited shooting range • Needs mobility improvement,,7 ft 0 in,256 lb,1994-12-30,"Novi Sad , Serbia , FR Yugoslavia","ABA League champion ( 2013 ), 2× Serbian League champion ( 2013, 2014 ), All-Serbian League Second Team ( 2015 )",2014-15,Partizan,,,,9.0,,22.4,2.6,5.8,0.442,0.0,0.0,,2.6,5.8,0.442,,1.9,2.4,0.773,3.9,2.1,6.0,1.3,0.4,0.3,1.7,3.4,7.0,12.667,,16.733,1.967,3.967,0.504,0.0,0.0,,1.967,3.967,0.504,,1.167,1.533,0.721,2.033,1.533,3.567,0.8,0.233,0.4,0.867,2.7,5.0,"2× EuroLeague rebounding leader ( 2020, 2021 ), VTB United League champion ( 2021 ), VTB United League Supercup winner (2021), VTB United League MVP ( 2023 ), 2× All-VTB United League First Team ( 2022, 2023 ), 2× VTB United League rebounding leader ( 2022, 2023 ), Greek League champion ( 2016 ), Greek Cup winner ( 2024 ), 2× Greek Super Cup winner ( 2023, 2024), 2× All-Greek League First Team ( 2018, 2019 ), 2× All-Greek League Second Team ( 2017, 2024), Greek League Most Improved Player ( 2017 )","A classic Spurs draft-and-stash. They're freeing up cap space, so Milutinov’s pick hold needed to go. He's solid, big, moves well, has soft touch. With development overseas, he could make the league in a few years.",,,,,,
2015,1,27,Larry Nance Jr.,PF,United States,Los Angeles Lakers,Wyoming,Excellent length and athleticism • Strong defensive presence • High character and toughness,Limited offensive post skills • Inconsistent shooting mechanics • Struggles against athletic defenders,Wyoming (2011–2015),6 ft 8 in,245 lb,1993-01-01,"Akron, Ohio , U.S.","2× First-team All- MWC (2014, 2015), MWC Defensive Player of the Year (2015), 2× MWC All-Defensive Team (2014, 2015)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nance is a versatile forward—good athlete, high basketball IQ, can face the basket or play in the post. What you see now is what you're going to get, so a lights-out shooter like R.J. Hunter might have been higher upside here.",16.87,0.57,0.14,0.43,0.57,17.17
2015,1,28,R. J. Hunter,SG,United States,Boston Celtics,Georgia State,Sharp catch-and-shoot shooter • Deep three-point range • Quick off-ball mover,Limited athleticism • Questionable defense • Needs off-the-dribble creation,Georgia State (2012–2015),6 ft 5 in,185 lb,1993-10-24,"Oxford, Ohio , U.S.","2× Sun Belt Male Athlete of the Year (2014, 2015), 2× Sun Belt Player of the Year (2014, 2015), 2× First-team All-Sun Belt (2014, 2015), CAA Rookie of the Year (2013), First-team All-CAA (2013)",2014-15,Georgia State,Sun Belt,JR,G,35.0,35.0,37.0,5.8,14.7,0.395,2.3,7.5,0.305,3.5,7.2,0.488,0.473,5.8,6.6,0.878,0.8,3.9,4.7,3.6,2.1,1.0,2.2,2.4,19.7,33.0,32.667,34.667,5.633,13.333,0.426,2.567,7.233,0.355,3.1,6.1,0.508,0.523,4.5,5.267,0.845,0.7,4.067,4.8,2.367,1.9,0.9,1.7,2.133,18.333,,"Danny Ainge loves shooters—and Hunter is one of the best. He needs touch-ups as a playmaker, but Brad Stevens is the perfect coach to get the best from him. I love this pick for the Celtics.",,,,,,
2015,1,29,Chris McCullough,PF,United States,Brooklyn Nets,Syracuse,Great size and athleticism • Effective in transition and rebounding • Developing outside shooting threat,Needs to improve post play • Fundamentals as a rebounder lacking • Inconsistent awareness and focus,Syracuse (2014–2015),6 ft 9 in,224 lb,1995-02-05,"The Bronx, New York , U.S.",,2014-15,Syracuse,ACC,FR,F,16.0,16.0,28.1,3.4,7.1,0.478,0.1,0.1,1.0,3.3,7.0,0.473,0.482,2.5,4.4,0.563,2.3,4.6,6.9,1.1,1.7,2.1,2.2,2.6,9.3,16.0,16.0,28.1,3.4,7.1,0.478,0.1,0.1,1.0,3.3,7.0,0.473,0.482,2.5,4.4,0.563,2.3,4.6,6.9,1.1,1.7,2.1,2.2,2.6,9.3,"PBA champion ( 2019 Commissioner's ), NBA D-League All-Star (2017), P. League+ Comeback Player of the Year ( 2024 )","McCullough had a promise from the Nets months ago—he’d be 10–15 spots higher without that torn ACL. He probably sits this season, but he has a huge wingspan, good athleticism and can stretch the floor. Nets are swinging for upside.",9.7,0.4,-0.01,-4.43,0.0,5.83
2015,1,30,Kevon Looney,PF,United States,Golden State Warriors,UCLA,Great rebounding instincts and aggressiveness • High shooting release with range potential • Unselfish with good vision,"Needs to add upper body strength • Slow, methodical shooting release • Struggles guarding quick perimeter players",UCLA (2014–2015),6 ft 9 in,222 lb,1996-02-06,"Milwaukee, Wisconsin , U.S.","Second-team All-Pac-12 ( 2015 ), Pac-12 All-Freshman team (2015), McDonald's All-American ( 2014 ), First-team Parade All-American (2014), Wisconsin Mr. Basketball (2014)",2014-15,UCLA,Pac-12,FR,F,36.0,36.0,30.9,4.2,8.9,0.47,0.6,1.5,0.415,3.6,7.4,0.481,0.505,2.6,4.1,0.626,3.4,5.8,9.2,1.4,1.3,0.9,1.3,2.9,11.6,36.0,36.0,30.9,4.2,8.9,0.47,0.6,1.5,0.415,3.6,7.4,0.481,0.505,2.6,4.1,0.626,3.4,5.8,9.2,1.4,1.3,0.9,1.3,2.9,11.6,"3× NBA champion ( 2017, 2018, 2022 )","I love this pick. Looney was a top-5 prospect once—an unfortunate hip injury and position questions hurt his stock. There's serious talent here: great rebounder, skilled passer. If he gets healthy, the Warriors landed a steal at No. 30.",15.67,0.59,0.16,-1.47,0.13,17.61
2015,2,31,Cedi Osman,SF,Turkey,Cleveland Cavaliers,Anadolu Efes,Versatile with solid size and athleticism • Excellent spot up shooter and rebounder • High basketball IQ and court vision,"Struggles in ISO and with physical contact • Needs quicker, more fluid shooting mechanics • Limited by ankle injury and defensive quickness",,6 ft 8 in,230 lb,1995-04-08,"Ohrid , North Macedonia","Turkish Cup winner ( 2015 ), Turkish Supercup winner (2015), FIBA Europe Under-20 Championship MVP ( 2014 ), Albert Schweitzer Tournament Most Talented Player (2012)",2014-15,Anadolu Efes,,,,27.0,,19.3,2.2,5.6,0.397,0.7,2.4,0.303,1.5,3.1,0.471,,1.5,2.2,0.667,0.8,2.9,3.7,1.1,0.7,0.3,0.9,2.3,6.7,20.0,,15.45,1.75,4.3,0.416,0.75,2.0,0.414,1.0,2.25,0.402,,0.9,1.5,0.534,0.6,2.1,2.7,1.0,0.6,0.2,0.6,2.05,5.25,"Greek Cup winner ( 2025 ), 3× BSL All-Star (2015–2017)","The Cavs acquired this pick in the Tyus Jones trade. Osman was the best international prospect after Porzingis and Hezonja. He’s a big play-maker at point forward—great feel and motor, even if his athleticism and shooting are work in progress.",11.0,0.58,0.06,-2.9,-0.1,12.84
2015,2,32,Montrezl Harrell,PF,United States,Houston Rockets,Louisville,Dominant rebounder and rim presence • Quick leaper with potential to add muscle • Improved mid-range shooting and basketball IQ,Below ideal height for NBA power forward • Limited offensive game at NBA level • Poor free throw shooter,Louisville (2012–2015),6 ft 7 in,240 lb,1994-01-26,"Tarboro, North Carolina , U.S.","NCAA champion ( 2013 )*, Karl Malone Award (2015), First-team All- AAC (2014), Second-team All-ACC (2015), AAC Most Improved Player (2014)",2014-15,Louisville,ACC,JR,F,35.0,35.0,35.1,6.1,10.7,0.566,0.3,1.1,0.243,5.8,9.7,0.602,0.578,3.3,5.5,0.597,3.2,6.0,9.2,1.4,0.9,1.2,2.0,2.1,15.7,37.333,25.0,26.867,4.833,8.267,0.584,0.133,0.4,0.455,4.733,7.9,0.596,0.589,2.0,3.733,0.523,2.667,4.433,7.067,0.933,0.8,1.067,1.333,1.933,11.8,"NBA Sixth Man of the Year ( 2020 ), All-NBL Second Team ( 2025 )","Harrell was the highest-ranked Top-100 player to slip to Round 2. A beast of an athlete with great energy and toughness—just lacks height and a consistent motor. At this point, he can carve out a rotation role for the Rockets.",19.5,0.65,0.17,1.23,0.87,20.29
2015,2,33,Jordan Mickey,PF,United States,Boston Celtics,LSU,Elite shot blocker with great timing • Improved offensive skills and rebounding • High basketball IQ and motor,Lacks ideal height and strength for PF • Struggles with post defense and turnovers • Inconsistent jump shot mechanics,LSU (2013–2015),6 ft 8 in,236 lb,1994-07-09,"Dallas, Texas , U.S.","NCAA blocks leader (2015), First-team All- SEC (2015), Second-team All SEC (2014), 2× SEC All-Defensive Team (2014, 2015), SEC All-Freshman Team (2014)",2014-15,Louisiana State,SEC,SO,F,31.0,31.0,34.9,6.2,12.2,0.504,0.0,0.3,0.111,6.1,11.9,0.514,0.505,3.1,4.7,0.646,3.2,6.7,9.9,1.3,0.9,3.6,3.3,2.6,15.4,32.5,32.5,33.85,5.65,10.85,0.519,0.0,0.2,0.056,5.6,10.6,0.528,0.52,2.9,4.3,0.67,2.75,6.15,8.9,1.2,0.75,3.35,2.8,2.4,14.1,"2x Italian Supercup winner ( 2022, 2023 ), VTB United League champion (2022), VTB United League Supercup winner (2022), VTB United League Playoffs MVP (2022), VTB United League Defensive Player of the Year (2022), 3× VTB United League All-Star (2019, 2021, 2022), 3× All-VTB United League First Team ( 2019, 2021, 2022), VTB United League Hall of Fame (2023), Spanish Super Cup champion (2019), Spanish Cup champion (2020), NBA D-League All-Star (2016)",Mickey is an excellent shot-blocker but undersized. I never understood why he wasn't ranked higher—his rim protection alone should earn him minutes in the NBA.,11.9,0.46,0.05,-3.93,-0.13,9.63
2015,2,34,Anthony Brown,SF,United States,Los Angeles Lakers,Stanford,Excellent perimeter shooter • Effective in transition play • Strong defensive rebounder,Struggles with finishing over length • Inconsistent off-the-dribble shooting • Defensive focus wanes over time,Stanford (2010–2015),6 ft 7 in,224 lb,1992-10-10,"Bellflower, California , U.S.",,2014-15,Stanford,Pac-12,Senior,F,37.0,36.0,33.6,4.6,10.4,0.441,1.9,4.7,0.441,2.7,5.7,0.439,0.531,3.0,3.8,0.788,0.6,3.7,4.3,2.5,0.4,0.3,2.0,2.6,14.8,23.5,2.0,13.05,1.3,2.8,0.48,0.05,0.25,0.143,1.25,2.55,0.504,0.485,0.8,1.45,0.566,1.1,1.4,2.55,0.3,0.25,0.4,0.4,1.9,3.45,"2× All-EuroCup Second Team ( 2021, 2025 ), NBA D-League All-Star (2017)",Brown has great size for a wing and shot 44–45% from three at Stanford. The Lakers drastically improved their shooting in this draft by landing him in Round 2.,,,,,,
2015,2,35,Willy Hernangómez,C,Spain,New York Knicks,Real Madrid,Fundamental big with face-up touch • High-post passer • Solid free-throw shooter,Below-average lateral mobility • Limited shot range • Struggles vs physical bigs,,7 ft 0 in,250 lb,1994-05-27,"Madrid , Spain","2× Liga ACB champion (2013, 2× ACB All-Young Players Team ( 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NBA All-Rookie First Team ( 2017 ), FIBA EuroBasket MVP ( 2022 ), 2016), 2× Catalan League champion (2023, 2024), 2016 ), Catalan League MVP (2024)","Traded from Philly to New York, Hernangomez teams up with Porzingis—another skilled, below-the-rim big who reminds me of Zaza Pachulia. Solid depth piece.",22.0,0.59,0.19,1.25,0.45,19.9
2015,2,36,Rakeem Christmas,PF/C,United States,Cleveland Cavaliers,Syracuse,Exceptional wingspan and athletic ability • Dominant defender and rebounder • Effective in pick-and-roll situations,Undersized for NBA center position • Inconsistent offensive game • Needs improvement in outside shooting,Syracuse (2011–2015),6 ft 9 in,250 lb,1991-12-01,"Irvington, New Jersey , U.S.","Third-team All-American – AP, SN ( 2015 ), First-team All-ACC (2015), ACC All-Defensive Team (2015), ACC Most Improved Player (2015), McDonald's All-American ( 2011 )",2014-15,Syracuse,ACC,SR,F,31.0,31.0,34.3,6.5,11.9,0.552,0.0,0.0,0.0,6.5,11.8,0.553,0.552,4.4,6.2,0.712,3.1,6.0,9.1,1.5,0.9,2.5,2.5,3.4,17.5,35.5,35.0,22.575,3.025,5.4,0.567,0.0,0.0,0.0,3.025,5.375,0.567,0.567,1.725,2.55,0.646,2.025,3.4,5.425,0.65,0.55,1.75,1.2,2.675,7.8,NBA D-League All-Star ( 2016 ),This pick goes to Cleveland. Christmas is a long backup big—rebounder and shot-blocker—who improved every year at Syracuse. Should contribute right away.,21.2,0.76,0.22,0.75,-0.1,24.3
2015,2,37,Richaun Holmes,PF,United States,Philadelphia 76ers,Bowling Green,Strong athletic big man with prototype size • Premier NCAA shot blocker with great timing • Improved jump shot and free throw accuracy,"Inconsistent jump shot, face-up game developing • Struggles with lateral quickness and quick players • Dominant with strong hand, weak with right hand",Moraine Valley CC (2011–2012) Bowling Green (2012–2015),6 ft 9 in,235 lb,1993-10-15,"Lockport, Illinois , U.S.","First-team All- MAC (2015), Third-team All-MAC (2014), MAC Defensive Player of the Year (2015)",2014-15,Bowling Green,MAC,SR,F,31.0,30.0,28.8,5.3,9.5,0.563,0.6,1.4,0.419,4.7,8.1,0.588,0.594,3.5,4.9,0.712,2.8,5.2,8.0,0.8,0.7,2.7,1.9,2.5,14.7,31.667,21.0,26.533,4.267,7.7,0.568,0.333,0.933,0.24,3.933,6.8,0.59,0.585,2.667,3.833,0.679,2.633,4.267,6.9,0.633,0.767,2.6,1.5,2.467,11.5,,"A classic Sixers pick: great shot-blocker, tons of effort, undersized but high upside as a rim protector.",17.3,0.59,0.15,0.2,0.53,17.88
2015,2,38,Darrun Hilliard,SG,United States,Detroit Pistons,Villanova,Elite off-ball cutter • Knockdown three-point stroke • Competitive perimeter defender,Inconsistent shot creation • Below-average size for role • Limited ball-handling,Villanova (2011–2015),6 ft 6 in,220 lb,1993-04-13,"Bethlehem, Pennsylvania , U.S.","Second-team All-American – SN ( 2015 ), First-team All-Big East (2015), Big East Co-Most Improved Player (2014), Robert V. Geasey Trophy (2015)",2014-15,Villanova,Big East,SR,G,35.0,35.0,28.8,4.9,11.0,0.44,2.3,5.8,0.387,2.6,5.2,0.5,0.543,2.3,2.9,0.796,0.5,2.7,3.1,2.1,1.8,0.3,1.2,2.2,14.3,33.0,28.0,26.475,3.625,8.325,0.426,1.55,4.225,0.352,2.1,4.125,0.504,0.516,2.35,3.15,0.755,0.55,2.5,2.975,1.825,1.275,0.35,1.525,2.075,11.2,"Israeli League champion ( 2023 ), Israeli League Cup winner ( 2022 ), NBA G League champion (2018), VTB United League champion (2021), Gomelsky Cup champion (2020)","First player drafted outside the Top 50 of my board. A crafty shooter and scorer, but not an elite athlete and a bit undersized.",6.67,0.44,0.01,-5.47,-0.17,7.01
2015,2,39,Juan Pablo Vaulet,SF,Argentina,Brooklyn Nets,Bahía Basket,"Athletic wing with scoring instincts • Solid defensive potential • Good versatility at 6'6""",Raw shooting mechanics • Needs strength for NBA • Inconsistent decision-making,,6 ft 8 in,227 lb,1996-03-22,"Córdoba, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An athletic slasher from Argentina—very quick but can’t really shoot. Many expected him to land in San Antonio.,,,,,,
2015,2,40,Josh Richardson,SG,United States,Miami Heat,Tennessee,Great size and athleticism • Improved ball handling and shooting • Effective in pick and roll situations,Struggles with physical strength • Inconsistent finishing at the rim • High turnover rate,Tennessee (2011–2015),6 ft 5 in,200 lb,1993-09-15,"Edmond, Oklahoma , U.S.","First-team All- SEC (2015), 2× SEC All-Defensive Team (2014, 2015)",2014-15,Tennessee,SEC,Senior,F,32.0,32.0,36.3,6.0,13.0,0.463,1.4,3.9,0.355,4.6,9.1,0.507,0.516,2.6,3.4,0.775,1.2,3.3,4.5,3.6,2.0,1.1,2.3,2.0,16.0,28.0,6.0,18.1,2.0,4.6,0.445,0.0,0.1,0.0,2.0,4.5,0.456,0.445,2.0,3.6,0.56,1.2,1.6,2.8,0.5,0.5,0.1,1.0,2.3,6.1,,"A versatile, athletic guard who can play 1 and 2. Not a great finisher, but a reliable spot-up shooter with good size.",11.9,0.54,0.09,-0.27,0.9,14.29
